1	0.09805375999874538
2	0.09814244757095973
3	0.056112212853299245
4	0.04722100620468458
5	0.028866838042934734
6	0.029355952826639015
7	0.02383821105791463
8	0.0354763841153019
9	0.023983837933176093
10	0.02825789474364784
11	0.028320386902325682
12	0.019509133468899462
13	0.019619536793066397
14	0.018148316484358575
15	0.019034198795755703
16	0.013654738612886932
17	0.016409909093959466
18	0.013542202042622698
19	0.020444574662380748
20	0.0170334175022112
21	0.014900703604022661
22	0.017363077857428126
23	0.011347946503923999
24	0.013851079055004649
25	0.015035010770791106
26	0.014222610845334
27	0.014529389898396201
28	0.010248848444057835
29	0.01345914209054576
30	0.015354098131259283
31	0.011504531113637818
32	0.011804147933920225
33	0.01185488597386413
34	0.011618291131324239
35	0.009114637350042662
36	0.01452304640163978
37	0.009593675896111462
38	0.010150973374644915
39	0.01286831342925628
40	0.013629301295926174
41	0.012638680326441923
42	0.015308228890515037
43	0.0160398299081458
44	0.010570787307288911
45	0.013104800755778948
46	0.01308878011898034
47	0.009137658557544151
48	0.013403661368000839
49	0.014674890010307232
50	0.010241415610329973
