1	0.14630052654279602
2	0.09734376933839586
3	0.0750429555773735
4	0.04224951037516197
5	0.03407494268483586
6	0.029494103354712326
7	0.03304322881417142
8	0.02986574178147647
9	0.02498077280405495
10	0.025795767704645794
11	0.017084403584400814
12	0.028766213605801266
13	0.02885232110404306
14	0.023913409509178665
15	0.026232508114642568
16	0.02033352106809616
17	0.016823239986681275
18	0.019084840029891994
19	0.020476633165445592
20	0.018941254665454228
21	0.01634690382828315
22	0.023129707254055474
23	0.012217227809338106
24	0.01778763144587477
25	0.016987666642914217
26	0.013698974520795874
27	0.016851691710245278
28	0.012121133506298065
29	0.019357939302507374
30	0.016355763810376327
31	0.011711260666035943
32	0.012388466909113858
33	0.013771904942890009
34	0.013958090812795691
35	0.009569149412628677
36	0.017339320128990546
37	0.011942228147139152
38	0.010386414722436003
39	0.013047805418156914
40	0.015381061471998692
41	0.013598947009692589
42	0.017348916580279667
43	0.01971551910456684
44	0.011832722100532718
45	0.013103165663778782
46	0.014421126650025448
47	0.012194683361384604
48	0.013213818996316858
49	0.013202550924486585
50	0.010586441494524479
